symbol,date,rs,rsi,ema10,ema20,ema30,ema50,ema100,ema200,volume20,volume50
 ADANIPORTS.NS,2024-08-02,2.271694271110261,69.43479686258561,1545.2667094810465,1518.8139499236574,1499.3179837827001,1465.951596885816,1388.3906962334818,1244.515643473976,2888777.35,6607155.24
 ADANIPORTS.NS,2024-08-05,0.9309934486842735,48.21318525542524,1535.9182124092085,1516.4364285581603,1498.9652090603286,1467.0456509524874,1390.4789987949164,1246.996582101956,3140557.2,6593679.16
 ADANIPORTS.NS,2024-08-06,0.9326811137009193,48.25840678470308,1528.3148966231593,1514.3091473227105,1498.6513230297228,1468.1066048596815,1392.5308993254316,1249.4553223356274,3189664.7,6274873.32
 ADANIPORTS.NS,2024-08-07,1.2939977441926016,56.40797805788771,1531.1303788422438,1517.1178046089403,1501.5641440489746,1471.0749752113852,1395.5263280284553,1252.384125584309,3189755.05,6209700.58
 ADANIPORTS.NS,2024-08-08,1.0836015987190541,52.00618003869958,1528.9248554163812,1517.297061312851,1502.689037981299,1472.9543879481937,1397.9713512358126,1255.037019857102,3209057.25,6177645.32
 ADANIPORTS.NS,2024-08-09,1.18809757205366,54.29819891160336,1529.8112542185165,1518.8687744095437,1504.696199971417,1475.3404922964264,1400.6610284158583,1257.8107813394008,3195934.1,6143416.48
 ADANIPORTS.NS,2024-08-12,0.9532555675402474,48.80342252092955,1524.645576072252,1517.2050839337835,1504.4835434838458,1476.3624347324123,1402.6558600197832,1260.234554902333,3556512.95,6258473.5
 ADANIPORTS.NS,2024-08-13,0.8526959855168823,46.02460372250385,1517.1554624540015,1513.9903093850303,1503.1265375282348,1476.6403765535676,1404.2557430128938,1262.4556036214328,3585130.5,6143403.04
 ADANIPORTS.NS,2024-08-14,0.7505646246229026,42.87557363296915,1507.118096766342,1509.0340847933012,1500.4699835697602,1476.06428144056,1405.3982025803984,1264.4406220050193,3609017.65,5728397.24
 ADANIPORTS.NS,2024-08-16,0.9395471628917669,48.44157341814517,1504.6329793855298,1507.5498815912606,1500.0170782537677,1476.7460724104158,1407.1418015624079,1266.7193217977244,3545112.45,4725911.06
 ADANIPORTS.NS,2024-08-19,0.958929987329599,48.95172331486978,1503.145156073956,1506.492745360843,1499.786941022678,1477.518773538316,1408.9102797724963,1269.00519870692,3483869.65,4335180.3
 ADANIPORTS.NS,2024-08-20,0.9335965874451484,48.282904174893325,1501.2187729383504,1505.1648695005842,1499.3200447520617,1478.1082353143872,1410.5665128231028,1271.2295255737977,3447338.75,4111916.36
 ADANIPORTS.NS,2024-08-21,1.0134787313908389,50.33471253459747,1501.633541495014,1505.0063105005286,1499.589719284187,1479.1039907922545,1412.4067798959127,1273.5406745730634,3225549.9,4025264.72
 ADANIPORTS.NS,2024-08-22,0.9315138770358045,48.22713872837151,1499.9365428283068,1503.796190341252,1499.119417964441,1479.6214832642495,1413.9888248252635,1275.7173847646561,3187581.0,3957241.32
 ADANIPORTS.NS,2024-08-23,0.9243258995429804,48.03375040384293,1498.36627119191,1502.6060816257161,1498.6149425362917,1480.0794662275387,1415.5197401520527,1277.862485899616,3136044.35,3898405.26
 ADANIPORTS.NS,2024-08-26,0.8616714633613043,46.28482953729819,1495.4905943984945,1500.695983264041,1497.5784977809262,1480.1763518197185,1416.8470729971234,1279.899178068059,2965360.8,3854981.1
 ADANIPORTS.NS,2024-08-27,0.832500893941954,45.429767412071136,1492.374118250757,1498.5677920566025,1496.3379479618948,1480.1047292223154,1418.0649522563078,1281.8738128692319,2914432.15,3816399.2
 ADANIPORTS.NS,2024-08-28,0.7749851438839984,43.661500297866525,1488.2697419920964,1495.8280069872237,1494.6258254371355,1479.7006241088177,1419.0894096141656,1283.7437256648427,2835643.15,3727871.4
 ADANIPORTS.NS,2024-08-29,0.8293733062707861,45.336471425915796,1486.047979598647,1493.9443919244525,1493.4273882365542,1479.5574642938886,1420.217343063947,1285.657221417711,2872534.5,3682030.44
 ADANIPORTS.NS,2024-08-30,0.8841963451603121,46.92697485755299,1485.2938059287226,1492.7973093044154,1492.6836873447805,1479.6493293966407,1421.4387822986027,1287.6098861241426,2614334.7,3632267.44
 ADANIPORTS.NS,2024-09-02,1.011360127952791,50.282399153560675,1486.9676593962274,1492.9594703230425,1492.8008688064078,1480.231708635988,1422.885539084769,1289.66849422241,2501382.05,3575240.26
 ADANIPORTS.NS,2024-09-03,0.8699970556339258,46.5239799716689,1485.6190029292995,1491.6823825616218,1491.9459771949057,1480.2049768788172,1424.0076085846376,1291.5578629249544,2188144.45,3075051.96
 ADANIPORTS.NS,2024-09-04,0.8092899215372411,44.729698203902984,1483.160997957779,1489.8173914210804,1490.665589994327,1479.8871336908612,1424.9599326836733,1293.3543018569046,2086249.45,3037294.76
 ADANIPORTS.NS,2024-09-05,0.75913630074111,43.15392163877762,1479.9590072069327,1487.506215936037,1489.0452324997334,1479.324895068793,1425.763697359801,1295.0676923740311,2021325.2,2989630.16
 ADANIPORTS.NS,2024-09-06,0.6142457634616562,38.05156422677807,1473.1301012445927,1483.2103881720393,1486.0358642361418,1477.8768609254703,1426.093129578697,1296.5336857276634,2064957.4,2992086.52
 ADANIPORTS.NS,2024-09-09,0.580730584022442,36.7381127367494,1466.3609963663143,1478.7046392427083,1482.80129392504,1476.2307104740426,1426.287325516031,1297.9204154658364,2070874.3,2868445.78
 ADANIPORTS.NS,2024-09-10,0.7389314128876834,42.49341908549504,1464.0044560113595,1476.2946759256943,1480.9044378275578,1475.3353894520826,1426.8242106427247,1299.467476251391,1686488.6,2668606.48
 ADANIPORTS.NS,2024-09-11,0.6047058240776201,37.683282194429815,1457.9309141158283,1471.9427997028602,1477.6589886506792,1473.5810594965476,1426.8989782653625,1300.7722772397944,1644096.1,2633903.8
 ADANIPORTS.NS,2024-09-12,0.9650598555555,49.11096488115312,1460.5980162013025,1472.005387882201,1477.3326007110186,1473.5425856177003,1427.8039485093343,1302.4820055815471,1711876.95,2606606.04
 ADANIPORTS.NS,2024-09-13,0.8113722663767073,44.79323667683714,1459.0529179075997,1470.1096343301758,1475.7046894126263,1472.7016989497881,1428.2850579563956,1303.9707416014915,1696788.4,2551565.66
 ADANIPORTS.NS,2024-09-16,0.7407275554327931,42.55275635299677,1455.7160148647408,1467.3087121246233,1473.4463192035457,1471.4467284486936,1428.530897426009,1305.331231248958,1713309.3,2525424.96
 ADANIPORTS.NS,2024-09-17,0.6637504486689482,39.89483213663257,1450.422189541322,1463.4316895971294,1470.4239744540228,1469.6880322579975,1428.4926613499679,1306.5378854214653,1729842.95,2509618.62
 ADANIPORTS.NS,2024-09-18,0.6812129537166844,40.519135437941756,1446.4908912298315,1460.1334380953194,1467.7385598975134,1468.0845819274143,1428.4987482307233,1307.754424360835,1723341.45,2494490.32
 ADANIPORTS.NS,2024-09-19,0.5792206493181635,36.677626370212735,1439.5289021283847,1455.187391721658,1463.897359334569,1465.7361650350401,1428.0967918533204,1308.7538823390544,1754881.85,2490815.08
 ADANIPORTS.NS,2024-09-20,0.8179466651585274,44.99288570092354,1439.3781837726556,1453.6171592883454,1462.2717200982663,1464.6759213541318,1428.306755404183,1310.0468780488336,1916185.65,2537316.52
 ADANIPORTS.NS,2024-09-23,0.9650362249497493,49.11035291343943,1442.4276093438204,1453.8583845384137,1461.876771989608,1464.3415724545214,1428.8581072657648,1311.5006406992338,1918828.55,2524804.9
 ADANIPORTS.NS,2024-09-24,0.9695750065100083,49.227625416919174,1445.0135029929552,1454.1242550027612,1461.5395624686053,1464.0399431196015,1429.4084422588003,1312.9449131740084,1950190.7,2515172.34
 ADANIPORTS.NS,2024-09-25,0.9322113295780773,48.24582670165988,1446.3837840538952,1453.9743306051769,1460.9595938466389,1463.5893590297396,1429.8666918938363,1314.3340190014126,1950325.95,2501466.56
 ADANIPORTS.NS,2024-09-26,1.135159153798297,53.16508381957988,1451.1503643324481,1455.7482015557255,1461.7105862169162,1463.9427165417476,1430.7128955313037,1315.9088046390696,1885683.15,2499400.16
 ADANIPORTS.NS,2024-09-27,0.9674744038560322,49.173417552974996,1452.1593801214347,1455.8388443763113,1461.387319439817,1463.6586865272427,1431.2274906925031,1317.3097115697444,1920558.55,2488013.78
 ADANIPORTS.NS,2024-09-30,0.891645488109459,47.13597202616352,1451.4394839487873,1455.1113307377937,1460.5365214870467,1463.052461611346,1431.5635790188273,1318.6121020135467,1919966.75,2477497.08
 ADANIPORTS.NS,2024-10-01,1.083300211807163,51.999236867904514,1454.3595777762803,1456.291204000861,1460.9857781653018,1463.2268748814893,1432.2751913154843,1320.0935736353026,1960232.6,2476827.76
 ADANIPORTS.NS,2024-10-03,0.7458882698839739,42.72256608571769,1449.05782748457,1453.3301323028625,1458.6770151334679,1461.7356229713084,1432.1350875502644,1321.1394082376567,2102526.7,2436442.56
 ADANIPORTS.NS,2024-10-04,0.6835541014919696,40.60184943781743,1442.6291227004435,1449.5558293380066,1455.7752690714299,1459.8518711360366,1431.7700353447517,1322.060408664863,2185097.45,2444641.14
 ADANIPORTS.NS,2024-10-07,0.4688877454911797,31.92127832303406,1426.7329096952492,1440.5695552269465,1449.286538884362,1455.7478742746969,1430.2537960541995,1322.3901553564751,2244650.15,2491041.4
 ADANIPORTS.NS,2024-10-08,0.835128944045748,45.50791631048074,1425.2451168103175,1438.4724593794397,1447.303539525895,1454.2891360218903,1430.0220386833862,1323.3469702168895,2315140.1,2461650.24
 ADANIPORTS.NS,2024-10-09,0.7843428412764993,43.95695844613522,1422.1369181928167,1435.5846084303562,1444.7775062928738,1452.4797590960932,1429.5889294899343,1324.1907817014387,2313375.6,2453227.66
 ADANIPORTS.NS,2024-10-10,0.8413312775462668,45.69146724468904,1421.2392878253727,1433.8336886914533,1442.9983091882932,1451.096237216712,1429.3436031866063,1325.116246074279,2312920.55,2429779.94
 ADANIPORTS.NS,2024-10-11,0.7931893056155362,44.23343944398907,1418.8775991298503,1431.397146911315,1440.7564827890485,1449.4159926199784,1428.9259080740003,1325.9434476058782,2170677.3,2400515.66
 ADANIPORTS.NS,2024-10-14,0.8073044414971831,44.668979003250094,1417.3180445295366,1429.3878994748206,1438.7915515657633,1447.8820340399059,1428.5570791780422,1326.7828167722687,2124619.3,2272551.58
